dates,etcs,parks,results,times,year
06.27(화),-,청주,KT lose 1 vs win 4 한화,18:30,2017
06.28(수),-,청주,KT win 5 vs lose 4 한화,18:30,2017
07.26(수),-,사직,한화 lose 8 vs win 9 롯데,18:30,2017
07.27(목),-,사직,한화 win 6 vs lose 3 롯데,18:30,2017
07.28(금),-,대전,LG lose 3 vs win 4 한화,18:30,2017
05.19(금),-,대전,삼성 win 6 vs lose 2 한화,18:30,2017
05.20(토),-,대전,삼성 win 9 vs lose 8 한화,17:00,2017
05.21(일),-,대전,삼성 win 8 vs lose 7 한화,14:00,2017
07.19(수),-,잠실,KT lose 2 vs win 4 LG,18:30,2017
07.20(목),-,잠실,KT lose 9 vs win 10 LG,18:30,2017
07.21(금),-,대구,LG win 10 vs lose 4 삼성,18:30,2017
07.11(화),-,수원,삼성 win 4 vs lose 2 KT,18:30,2017
07.12(수),-,수원,삼성 win 11 vs lose 3 KT,18:30,2017
07.29(토),-,잠실,KIA win 2 vs lose 1 두산,18:00,2017
07.30(일),-,잠실,KIA lose 4 vs win 6 두산,18:00,2017
08.03(목),-,고척,SK lose 3 vs win 11 넥센,18:30,2017
08.04(금),-,수원,SK win 6 vs lose 5 KT,18:30,2017
08.05(토),-,수원,SK lose 3 vs win 4 KT,18:00,2017
07.08(토),우천취소,마산,두산vs NC,18:00,2017
07.09(일),-,마산,두산 lose 4 vs win 9 NC,18:00,2017
07.11(화),-,잠실,넥센 win 5 vs lose 1 두산,18:30,2017
07.22(토),-,고척,KT win 8 vs lose 3 넥센,18:00,2017
07.23(일),-,고척,KT lose 4 vs win 7 넥센,18:00,2017
07.25(화),-,잠실,넥센 win 6 vs lose 0 LG,18:30,2017
08.01(화),-,마산,한화 lose 6 vs win 7 NC,18:30,2017
08.02(수),-,마산,한화 win 6 vs lose 2 NC,18:30,2017
08.03(목),-,마산,한화 lose 2 vs win 10 NC,18:30,2017
05.26(금),-,광주,롯데 win 8 vs lose 2 KIA,18:30,2017
05.27(토),-,광주,롯데 lose 7 vs win 15 KIA,17:00,2017
05.28(일),-,광주,롯데 lose 4 vs win 8 KIA,14:00,2017
06.29(목),-,청주,KT lose 5 vs win 8 한화,18:30,2017
06.30(금),-,대전,두산 lose 8 vs win 13 한화,18:30,2017
07.29(토),-,대전,LG win 12 vs lose 2 한화,18:00,2017
07.30(일),-,대전,LG win 9 vs lose 3 한화,18:00,2017
05.23(화),-,대구,KT win 12 vs lose 3 삼성,18:30,2017
05.24(수),-,대구,KT win 9 vs lose 8 삼성,18:30,2017
05.25(목),-,대구,KT lose 4 vs win 6 삼성,18:30,2017
07.22(토),우천취소,대구,LGvs 삼성,18:00,2017
07.23(일),-,대구,LG lose 6 vs win 10 삼성,18:00,2017
07.25(화),-,잠실,넥센 win 6 vs lose 0 LG,18:30,2017
07.13(목),-,수원,삼성 lose 8 vs win 9 KT,18:30,2017
07.18(화),-,잠실,KT lose 2 vs win 3 LG,18:30,2017
07.19(수),-,잠실,KT lose 2 vs win 4 LG,18:30,2017
08.06(일),-,수원,SK lose 3 vs win 6 KT,18:00,2017
08.08(화),-,문학,NC lose 0 vs win 4 SK,18:30,2017
07.12(수),-,잠실,넥센 lose 3 vs win 4 두산,18:30,2017
07.13(목),-,잠실,넥센 lose 4 vs win 8 두산,18:30,2017
07.18(화),-,문학,두산 win 6 vs lose 4 SK,18:30,2017
07.26(수),-,잠실,넥센 lose 3 vs win 4 LG,18:30,2017
07.27(목),-,잠실,넥센 lose 3 vs win 4 LG,18:30,2017
07.28(금),-,고척,삼성 win 9 vs lose 2 넥센,18:30,2017
07.01(토),-,사직,NC lose 5 vs win 9 롯데,18:00,2017
07.02(일),-,사직,NC lose 1 vs win 2 롯데,18:00,2017
07.04(화),우천취소,마산,LGvs NC,18:30,2017
08.04(금),-,대전,KIA lose 3 vs win 7 한화,18:30,2017
08.05(토),-,대전,KIA win 7 vs lose 1 한화,18:00,2017
08.06(일),우천취소,대전,KIAvs 한화,18:00,2017
05.30(화),-,마산,KIA win 9 vs lose 7 NC,18:30,2017
05.31(수),-,마산,KIA win 10 vs lose 2 NC,18:30,2017
05.26(금),-,고척,삼성 lose 3 vs win 18 넥센,18:30,2017
05.27(토),-,고척,삼성 lose 4 vs win 7 넥센,17:00,2017
05.28(일),-,고척,삼성 win 3 vs lose 2 넥센,14:00,2017
07.26(수),-,잠실,넥센 lose 3 vs win 4 LG,18:30,2017
07.27(목),-,잠실,넥센 lose 3 vs win 4 LG,18:30,2017
07.28(금),-,대전,LG lose 3 vs win 4 한화,18:30,2017
07.20(목),-,잠실,KT lose 9 vs win 10 LG,18:30,2017
07.21(금),-,고척,KT lose 0 vs win 2 넥센,18:30,2017
08.09(수),-,문학,NC win 10 vs lose 5 SK,18:30,2017
08.10(목),-,잠실,SK win 2 vs lose 1 LG,18:30,2017
08.11(금),-,잠실,SK lose 2 vs win 6 LG,18:30,2017
07.19(수),-,문학,두산 lose 8 vs win 12 SK,18:30,2017
07.20(목),-,문학,두산 win 14 vs lose 2 SK,18:30,2017
07.21(금),-,잠실,한화 lose 6 vs win 9 두산,18:30,2017
07.29(토),-,고척,삼성 lose 1 vs win 14 넥센,18:00,2017
07.30(일),-,고척,삼성 lose 4 vs win 9 넥센,18:00,2017
07.05(수),-,마산,LG win 12 vs lose 5 NC,18:30,2017
07.06(목),우천취소,마산,LGvs NC,18:30,2017
07.07(금),-,마산,두산 win 6 vs lose 1 NC,18:30,2017
08.08(화),-,잠실,한화 lose 1 vs win 8 두산,18:30,2017
08.09(수),-,잠실,한화 win 12 vs lose 6 두산,18:30,2017
08.10(목),우천취소,대전,삼성vs 한화,18:30,2017
05.30(화),-,대구,롯데 win 1 vs lose 0 삼성,18:30,2017
05.31(수),-,대구,롯데 lose 4 vs win 11 삼성,18:30,2017
07.29(토),-,대전,LG win 12 vs lose 2 한화,18:00,2017
07.30(일),-,대전,LG win 9 vs lose 3 한화,18:00,2017
07.22(토),-,고척,KT win 8 vs lose 3 넥센,18:00,2017
07.23(일),-,고척,KT lose 4 vs win 7 넥센,18:00,2017
07.25(화),-,수원,두산 win 6 vs lose 5 KT,18:30,2017
08.12(토),-,문학,KT lose 3 vs win 8 SK,18:00,2017
08.13(일),-,문학,KT win 11 vs lose 3 SK,18:00,2017
07.22(토),-,잠실,한화 lose 1 vs win 17 두산,18:00,2017
07.23(일),-,잠실,한화 lose 7 vs win 8 두산,18:00,2017
07.25(화),-,수원,두산 win 6 vs lose 5 KT,18:30,2017
07.08(토),우천취소,마산,두산vs NC,18:00,2017
07.09(일),-,마산,두산 lose 4 vs win 9 NC,18:00,2017
07.11(화),-,광주,NC lose 4 vs win 7 KIA,18:30,2017
08.01(화),-,광주,KT win 15 vs lose 7 KIA,18:30,2017
08.02(수),우천취소,광주,KTvs KIA,18:30,2017
08.03(목),-,광주,KT lose 3 vs win 9 KIA,18:30,2017
08.11(금),-,대전,삼성 lose 3 vs win 8 한화,18:30,2017
08.12(토),-,고척,한화 win 6 vs lose 1 넥센,18:00,2017
08.13(일),-,고척,한화 lose 1 vs win 9 넥센,18:00,2017
07.26(수),-,수원,두산 win 7 vs lose 3 KT,18:30,2017
07.27(목),-,수원,두산 win 5 vs lose 3 KT,18:30,2017
07.28(금),-,수원,NC win 5 vs lose 4 KT,18:30,2017
08.15(화),우천취소,대전,SKvs 한화,18:00,2017
08.16(수),-,대전,SK lose 5 vs win 8 한화,18:30,2017
08.17(목),-,문학,LG lose 1 vs win 6 SK,18:30,2017
07.26(수),-,수원,두산 win 7 vs lose 3 KT,18:30,2017
07.27(목),-,수원,두산 win 5 vs lose 3 KT,18:30,2017
07.28(금),-,잠실,KIA same 3 vs same 3 두산,18:30,2017
07.12(수),-,광주,NC lose 6 vs win 7 KIA,18:30,2017
07.13(목),-,광주,NC lose 1 vs win 7 KIA,18:30,2017
07.18(화),-,청주,NC win 7 vs lose 4 한화,18:30,2017
08.04(금),-,대전,KIA lose 3 vs win 7 한화,18:30,2017
08.05(토),-,대전,KIA win 7 vs lose 1 한화,18:00,2017
08.06(일),우천취소,대전,KIAvs 한화,18:00,2017
08.15(화),우천취소,대전,SKvs 한화,18:00,2017
08.16(수),-,대전,SK lose 5 vs win 8 한화,18:30,2017
08.17(목),-,마산,한화 lose 1 vs win 3 NC,18:30,2017
07.01(토),-,사직,NC lose 5 vs win 9 롯데,18:00,2017
07.02(일),-,사직,NC lose 1 vs win 2 롯데,18:00,2017
07.04(화),-,포항,롯데 lose 2 vs win 4 삼성,18:30,2017
07.29(토),-,수원,NC lose 3 vs win 4 KT,18:00,2017
07.30(일),-,수원,NC win 8 vs lose 3 KT,18:00,2017
08.18(금),-,문학,LG lose 2 vs win 8 SK,18:30,2017
08.19(토),-,광주,SK win 13 vs lose 1 KIA,18:00,2017
08.20(일),우천취소,광주,SKvs KIA,18:00,2017
07.29(토),-,잠실,KIA win 2 vs lose 1 두산,18:00,2017
07.30(일),-,잠실,KIA lose 4 vs win 6 두산,18:00,2017
07.19(수),-,청주,NC win 13 vs lose 9 한화,18:30,2017
07.20(목),-,청주,NC win 7 vs lose 4 한화,18:30,2017
07.21(금),-,마산,SK lose 6 vs win 10 NC,18:30,2017
08.08(화),-,광주,넥센 win 5 vs lose 3 KIA,18:30,2017
08.09(수),-,광주,넥센 lose 1 vs win 10 KIA,18:30,2017
08.10(목),우천취소,수원,KIAvs KT,18:30,2017
08.18(금),-,마산,한화 win 14 vs lose 9 NC,18:30,2017
08.19(토),-,대전,롯데 lose 0 vs win 2 한화,18:00,2017
08.20(일),-,대전,롯데 win 4 vs lose 3 한화,18:00,2017
07.05(수),-,포항,롯데 lose 5 vs win 6 삼성,18:30,2017
07.06(목),-,포항,롯데 win 4 vs lose 2 삼성,18:30,2017
07.07(금),-,사직,SK win 6 vs lose 5 롯데,18:30,2017
08.22(화),-,문학,두산 win 10 vs lose 6 SK,18:30,2017
08.23(수),-,문학,두산 win 4 vs lose 1 SK,18:30,2017
07.22(토),-,마산,SK lose 2 vs win 8 NC,18:00,2017
07.23(일),-,마산,SK lose 1 vs win 8 NC,18:00,2017
07.25(화),-,대구,NC lose 1 vs win 3 삼성,18:30,2017
08.11(금),-,수원,KIA lose 8 vs win 9 KT,18:30,2017
08.12(토),-,광주,LG lose 10 vs win 11 KIA,18:00,2017
08.13(일),우천취소,광주,LGvs KIA,18:00,2017
08.22(화),-,수원,한화 win 3 vs lose 2 KT,18:30,2017
08.23(수),-,수원,한화 win 10 vs lose 9 KT,18:30,2017
08.24(목),우천취소,대전,KIAvs 한화,18:30,2017
07.08(토),-,사직,SK lose 4 vs win 6 롯데,18:00,2017
07.09(일),-,사직,SK win 6 vs lose 0 롯데,18:00,2017
07.11(화),-,대전,롯데 win 5 vs lose 4 한화,18:30,2017
08.01(화),-,고척,SK lose 0 vs win 3 넥센,18:30,2017
08.02(수),-,고척,SK lose 4 vs win 5 넥센,18:30,2017
08.24(목),-,대구,SK win 9 vs lose 7 삼성,18:30,2017
08.25(금),-,대구,SK win 7 vs lose 5 삼성,18:30,2017
08.26(토),-,문학,한화 lose 1 vs win 2 SK,18:00,2017
07.26(수),-,대구,NC lose 1 vs win 5 삼성,18:30,2017
07.27(목),-,대구,NC win 7 vs lose 0 삼성,18:30,2017
07.28(금),-,수원,NC win 5 vs lose 4 KT,18:30,2017
08.15(화),-,광주,NC lose 2 vs win 4 KIA,18:00,2017
08.16(수),-,광주,NC lose 3 vs win 4 KIA,18:30,2017
08.17(목),-,잠실,KIA lose 1 vs win 4 두산,18:30,2017
08.25(금),-,대전,KIA lose 3 vs win 6 한화,18:30,2017
08.26(토),-,문학,한화 lose 1 vs win 2 SK,18:00,2017
07.12(수),-,대전,롯데 win 8 vs lose 4 한화,18:30,2017
07.13(목),-,대전,롯데 lose 4 vs win 6 한화,18:30,2017
07.18(화),-,울산,삼성 lose 2 vs win 5 롯데,18:30,2017
08.03(목),-,고척,SK lose 3 vs win 11 넥센,18:30,2017
08.04(금),-,사직,넥센 lose 8 vs win 10 롯데,18:30,2017
08.05(토),-,사직,넥센 lose 4 vs win 5 롯데,18:00,2017
08.27(일),-,문학,한화 lose 2 vs win 4 SK,18:00,2017
08.29(화),-,고척,SK lose 4 vs win 8 넥센,18:30,2017
08.30(수),-,고척,SK lose 0 vs win 10 넥센,18:30,2017
07.29(토),-,수원,NC lose 3 vs win 4 KT,18:00,2017
07.30(일),-,수원,NC win 8 vs lose 3 KT,18:00,2017
08.18(금),-,잠실,KIA lose 1 vs win 2 두산,18:30,2017
08.19(토),-,광주,SK win 13 vs lose 1 KIA,18:00,2017
08.20(일),우천취소,광주,SKvs KIA,18:00,2017
08.27(일),-,문학,한화 lose 2 vs win 4 SK,18:00,2017
08.29(화),-,대전,LG lose 4 vs win 8 한화,18:30,2017
08.30(수),-,대전,LG win 6 vs lose 5 한화,18:30,2017
07.19(수),-,울산,삼성 win 3 vs lose 0 롯데,18:30,2017
07.20(목),-,울산,삼성 same 4 vs same 4 롯데,18:30,2017
07.21(금),-,광주,롯데 win 4 vs lose 3 KIA,18:30,2017
08.06(일),-,사직,넥센 lose 4 vs win 6 롯데,18:00,2017
08.08(화),-,광주,넥센 win 5 vs lose 3 KIA,18:30,2017
08.31(목),-,문학,삼성 lose 4 vs win 5 SK,18:30,2017
06.01(목),-,잠실,넥센 lose 1 vs win 6 LG,18:30,2017
06.02(금),-,잠실,NC win 4 vs lose 1 LG,18:30,2017
06.03(토),-,잠실,NC win 4 vs lose 3 LG,17:00,2017
08.22(화),-,광주,롯데 win 7 vs lose 3 KIA,18:30,2017
08.23(수),-,광주,롯데 win 7 vs lose 5 KIA,18:30,2017
08.24(목),우천취소,대전,KIAvs 한화,18:30,2017
08.31(목),-,대전,KT lose 1 vs win 10 한화,18:30,2017
07.22(토),-,광주,롯데 win 1 vs lose 0 KIA,18:00,2017
07.23(일),-,광주,롯데 win 3 vs lose 1 KIA,18:00,2017
08.09(수),-,광주,넥센 lose 1 vs win 10 KIA,18:30,2017
08.10(목),-,고척,두산 win 7 vs lose 4 넥센,18:30,2017
08.11(금),-,고척,두산 lose 3 vs win 6 넥센,18:30,2017
06.04(일),-,잠실,NC win 6 vs lose 5 LG,17:00,2017
06.06(화),우천취소,수원,LGvs KT,17:00,2017
06.07(수),-,수원,LG win 11 vs lose 7 KT,18:30,2017
08.25(금),-,대전,KIA lose 3 vs win 6 한화,18:30,2017
08.26(토),-,마산,KIA win 8 vs lose 7 NC,18:00,2017
08.27(일),-,마산,KIA lose 4 vs win 5 NC,18:00,2017
07.25(화),우천취소,사직,한화vs 롯데,18:30,2017
07.26(수),-,사직,한화 lose 8 vs win 9 롯데,18:30,2017
08.12(토),-,고척,한화 win 6 vs lose 1 넥센,18:00,2017
08.13(일),-,고척,한화 lose 1 vs win 9 넥센,18:00,2017
08.15(화),우천취소,대구,넥센vs 삼성,18:00,2017
06.08(목),-,수원,LG win 5 vs lose 4 KT,18:30,2017
06.09(금),-,잠실,SK lose 1 vs win 3 LG,18:30,2017
06.10(토),-,잠실,SK win 4 vs lose 3 LG,17:00,2017
08.29(화),-,대구,KIA win 10 vs lose 9 삼성,18:30,2017
08.30(수),-,대구,KIA win 5 vs lose 1 삼성,18:30,2017
08.31(목),-,광주,두산 lose 4 vs win 9 KIA,18:30,2017
07.27(목),-,사직,한화 win 6 vs lose 3 롯데,18:30,2017
07.28(금),-,문학,롯데 lose 7 vs win 8 SK,18:30,2017
07.29(토),-,문학,롯데 lose 1 vs win 4 SK,18:00,2017
08.16(수),-,대구,넥센 win 6 vs lose 5 삼성,18:30,2017
08.17(목),-,고척,롯데 win 5 vs lose 3 넥센,18:30,2017
08.18(금),-,고척,롯데 win 8 vs lose 5 넥센,18:30,2017
06.11(일),-,잠실,SK lose 1 vs win 19 LG,17:00,2017
06.13(화),-,잠실,LG lose 4 vs win 7 두산,18:30,2017
06.14(수),-,잠실,LG win 5 vs lose 1 두산,18:30,2017
08.01(화),-,잠실,롯데 lose 0 vs win 2 LG,18:30,2017
08.02(수),-,잠실,롯데 lose 4 vs win 5 LG,18:30,2017
07.30(일),-,문학,롯데 win 3 vs lose 2 SK,18:00,2017
08.19(토),-,고척,NC lose 3 vs win 4 넥센,18:00,2017
08.20(일),-,고척,NC win 4 vs lose 3 넥센,18:00,2017
08.22(화),-,고척,삼성 lose 5 vs win 11 넥센,18:30,2017
06.15(목),-,잠실,LG win 12 vs lose 6 두산,18:30,2017
06.16(금),-,광주,LG win 9 vs lose 8 KIA,18:30,2017
06.17(토),-,광주,LG lose 3 vs win 4 KIA,17:00,2017
08.03(목),-,잠실,롯데 lose 6 vs win 9 LG,18:30,2017
08.04(금),-,사직,넥센 lose 8 vs win 10 롯데,18:30,2017
08.05(토),-,사직,넥센 lose 4 vs win 5 롯데,18:00,2017
08.23(수),-,고척,삼성 lose 1 vs win 5 넥센,18:30,2017
08.24(목),-,잠실,넥센 lose 5 vs win 6 두산,18:30,2017
06.18(일),-,광주,LG win 16 vs lose 8 KIA,17:00,2017
06.20(화),-,잠실,삼성 lose 3 vs win 5 LG,18:30,2017
06.21(수),-,잠실,삼성 win 10 vs lose 3 LG,18:30,2017
08.06(일),-,사직,넥센 lose 4 vs win 6 롯데,18:00,2017
08.08(화),-,사직,KT lose 4 vs win 5 롯데,18:30,2017
08.09(수),-,사직,KT lose 6 vs win 7 롯데,18:30,2017
08.25(금),-,잠실,넥센 lose 3 vs win 4 두산,18:30,2017
08.26(토),-,사직,넥센 lose 1 vs win 6 롯데,18:00,2017
08.27(일),-,사직,넥센 win 9 vs lose 8 롯데,18:00,2017
06.22(목),-,잠실,삼성 win 5 vs lose 1 LG,18:30,2017
06.23(금),-,고척,LG lose 3 vs win 8 넥센,18:30,2017
06.24(토),-,고척,LG win 8 vs lose 2 넥센,17:00,2017
08.10(목),-,마산,롯데 lose 2 vs win 3 NC,18:30,2017
08.11(금),-,마산,롯데 win 5 vs lose 3 NC,18:30,2017
08.12(토),-,대구,롯데 lose 7 vs win 13 삼성,18:00,2017
08.29(화),-,고척,SK lose 4 vs win 8 넥센,18:30,2017
08.30(수),-,고척,SK lose 0 vs win 10 넥센,18:30,2017
08.31(목),-,잠실,넥센 win 5 vs lose 3 LG,18:30,2017
08.01(화),-,잠실,롯데 lose 0 vs win 2 LG,18:30,2017
08.02(수),-,잠실,롯데 lose 4 vs win 5 LG,18:30,2017
08.03(목),-,잠실,롯데 lose 6 vs win 9 LG,18:30,2017
06.25(일),-,고척,LG lose 2 vs win 4 넥센,17:00,2017
06.27(화),-,사직,LG lose 10 vs win 11 롯데,18:30,2017
06.28(수),-,사직,LG same 9 vs same 9 롯데,18:30,2017
08.13(일),-,대구,롯데 win 9 vs lose 7 삼성,18:00,2017
08.15(화),-,사직,두산 lose 6 vs win 8 롯데,18:00,2017
08.16(수),-,사직,두산 lose 2 vs win 4 롯데,18:30,2017
08.04(금),-,잠실,두산 win 11 vs lose 4 LG,18:30,2017
08.05(토),-,잠실,두산 win 2 vs lose 1 LG,18:00,2017
08.06(일),-,잠실,두산 win 10 vs lose 3 LG,18:00,2017
06.29(목),우천취소,사직,LGvs 롯데,18:30,2017
06.30(금),-,잠실,KIA win 10 vs lose 6 LG,18:30,2017
08.17(목),-,고척,롯데 win 5 vs lose 3 넥센,18:30,2017
08.18(금),-,고척,롯데 win 8 vs lose 5 넥센,18:30,2017
08.19(토),-,대전,롯데 lose 0 vs win 2 한화,18:00,2017
08.08(화),-,대구,LG win 10 vs lose 8 삼성,18:30,2017
08.09(수),-,대구,LG lose 4 vs win 7 삼성,18:30,2017
08.10(목),-,잠실,SK win 2 vs lose 1 LG,18:30,2017
08.20(일),-,대전,롯데 win 4 vs lose 3 한화,18:00,2017
08.22(화),-,광주,롯데 win 7 vs lose 3 KIA,18:30,2017
08.23(수),-,광주,롯데 win 7 vs lose 5 KIA,18:30,2017
08.11(금),-,잠실,SK lose 2 vs win 6 LG,18:30,2017
08.12(토),-,광주,LG lose 10 vs win 11 KIA,18:00,2017
08.24(목),-,사직,LG lose 0 vs win 11 롯데,18:30,2017
08.25(금),-,사직,LG lose 2 vs win 8 롯데,18:30,2017
08.26(토),-,사직,넥센 lose 1 vs win 6 롯데,18:00,2017
08.13(일),우천취소,광주,LGvs KIA,18:00,2017
08.15(화),우천취소,잠실,KTvs LG,18:00,2017
08.16(수),-,잠실,KT lose 1 vs win 2 LG,18:30,2017
08.01(화),-,광주,KT win 15 vs lose 7 KIA,18:30,2017
08.02(수),우천취소,광주,KTvs KIA,18:30,2017
08.03(목),-,광주,KT lose 3 vs win 9 KIA,18:30,2017
08.27(일),-,사직,넥센 win 9 vs lose 8 롯데,18:00,2017
08.29(화),-,잠실,롯데 lose 5 vs win 7 두산,18:30,2017
08.30(수),-,잠실,롯데 win 5 vs lose 2 두산,18:30,2017
08.17(목),-,문학,LG lose 1 vs win 6 SK,18:30,2017
08.18(금),-,문학,LG lose 2 vs win 8 SK,18:30,2017
08.19(토),-,잠실,삼성 lose 4 vs win 6 LG,18:00,2017
08.04(금),-,수원,SK win 6 vs lose 5 KT,18:30,2017
08.05(토),-,수원,SK lose 3 vs win 4 KT,18:00,2017
08.06(일),-,수원,SK lose 3 vs win 6 KT,18:00,2017
08.31(목),-,사직,NC lose 5 vs win 8 롯데,18:30,2017
08.20(일),우천취소,잠실,삼성vs LG,18:00,2017
08.22(화),-,잠실,NC win 4 vs lose 3 LG,18:30,2017
08.08(화),-,사직,KT lose 4 vs win 5 롯데,18:30,2017
08.09(수),-,사직,KT lose 6 vs win 7 롯데,18:30,2017
08.10(목),우천취소,수원,KIAvs KT,18:30,2017
08.23(수),-,잠실,NC lose 3 vs win 9 LG,18:30,2017
08.24(목),-,사직,LG lose 0 vs win 11 롯데,18:30,2017
08.25(금),-,사직,LG lose 2 vs win 8 롯데,18:30,2017
08.11(금),-,수원,KIA lose 8 vs win 9 KT,18:30,2017
08.12(토),-,문학,KT lose 3 vs win 8 SK,18:00,2017
08.13(일),-,문학,KT win 11 vs lose 3 SK,18:00,2017
08.26(토),-,잠실,LG lose 4 vs win 5 두산,18:00,2017
08.27(일),-,잠실,LG same 1 vs same 1 두산,18:00,2017
08.15(화),우천취소,잠실,KTvs LG,18:00,2017
08.16(수),-,잠실,KT lose 1 vs win 2 LG,18:30,2017
08.17(목),-,수원,삼성 win 6 vs lose 4 KT,18:30,2017
08.29(화),-,대전,LG lose 4 vs win 8 한화,18:30,2017
08.30(수),-,대전,LG win 6 vs lose 5 한화,18:30,2017
08.31(목),-,잠실,넥센 win 5 vs lose 3 LG,18:30,2017
08.18(금),-,수원,삼성 win 5 vs lose 1 KT,18:30,2017
08.19(토),-,수원,두산 win 10 vs lose 4 KT,18:00,2017
08.20(일),-,수원,두산 lose 1 vs win 2 KT,18:00,2017
08.22(화),-,수원,한화 win 3 vs lose 2 KT,18:30,2017
08.23(수),-,수원,한화 win 10 vs lose 9 KT,18:30,2017
08.24(목),-,마산,KT lose 1 vs win 7 NC,18:30,2017
08.01(화),-,마산,한화 lose 6 vs win 7 NC,18:30,2017
08.02(수),-,마산,한화 win 6 vs lose 2 NC,18:30,2017
08.03(목),-,마산,한화 lose 2 vs win 10 NC,18:30,2017
08.25(금),-,마산,KT lose 5 vs win 7 NC,18:30,2017
08.26(토),-,대구,KT lose 8 vs win 14 삼성,18:00,2017
08.27(일),-,대구,KT win 3 vs lose 2 삼성,18:00,2017
08.04(금),-,마산,삼성 win 4 vs lose 3 NC,18:30,2017
08.05(토),-,마산,삼성 win 9 vs lose 3 NC,18:00,2017
08.29(화),-,수원,NC win 13 vs lose 2 KT,18:30,2017
08.30(수),-,수원,NC lose 5 vs win 9 KT,18:30,2017
08.31(목),-,대전,KT lose 1 vs win 10 한화,18:30,2017
08.06(일),-,마산,삼성 lose 1 vs win 4 NC,18:00,2017
08.08(화),-,문학,NC lose 0 vs win 4 SK,18:30,2017
08.09(수),-,문학,NC win 10 vs lose 5 SK,18:30,2017
08.10(목),-,마산,롯데 lose 2 vs win 3 NC,18:30,2017
08.11(금),-,마산,롯데 win 5 vs lose 3 NC,18:30,2017
08.12(토),-,잠실,NC lose 0 vs win 3 두산,18:00,2017
08.13(일),-,잠실,NC lose 1 vs win 2 두산,18:00,2017
08.15(화),-,광주,NC lose 2 vs win 4 KIA,18:00,2017
08.16(수),-,광주,NC lose 3 vs win 4 KIA,18:30,2017
08.17(목),-,마산,한화 lose 1 vs win 3 NC,18:30,2017
08.18(금),-,마산,한화 win 14 vs lose 9 NC,18:30,2017
08.19(토),-,고척,NC lose 3 vs win 4 넥센,18:00,2017
08.20(일),-,고척,NC win 4 vs lose 3 넥센,18:00,2017
08.22(화),-,잠실,NC win 4 vs lose 3 LG,18:30,2017
08.23(수),-,잠실,NC lose 3 vs win 9 LG,18:30,2017
09.01(금),-,문학,삼성 lose 7 vs win 8 SK,18:30,2017
09.02(토),-,수원,SK win 15 vs lose 7 KT,17:00,2017
09.03(일),-,수원,SK lose 5 vs win 13 KT,14:00,2017
08.24(목),-,마산,KT lose 1 vs win 7 NC,18:30,2017
08.25(금),-,마산,KT lose 5 vs win 7 NC,18:30,2017
08.26(토),-,마산,KIA win 8 vs lose 7 NC,18:00,2017
09.05(화),-,문학,롯데 lose 2 vs win 6 SK,18:30,2017
09.06(수),우천취소,문학,롯데vs SK,18:30,2017
09.07(목),-,마산,SK lose 3 vs win 4 NC,18:30,2017
08.27(일),-,마산,KIA lose 4 vs win 5 NC,18:00,2017
08.29(화),-,수원,NC win 13 vs lose 2 KT,18:30,2017
08.30(수),-,수원,NC lose 5 vs win 9 KT,18:30,2017
09.08(금),-,마산,SK lose 2 vs win 4 NC,18:30,2017
09.09(토),-,문학,넥센 lose 1 vs win 2 SK,17:00,2017
09.10(일),-,문학,넥센 lose 8 vs win 17 SK,14:00,2017
08.31(목),-,사직,NC lose 5 vs win 8 롯데,18:30,2017
09.12(화),-,문학,KIA win 6 vs lose 2 SK,18:30,2017
09.13(수),-,문학,KIA lose 10 vs win 15 SK,18:30,2017
09.14(목),-,잠실,SK win 8 vs lose 6 두산,18:30,2017
09.15(금),-,잠실,SK win 5 vs lose 0 두산,18:30,2017
09.16(토),-,사직,SK lose 1 vs win 6 롯데,17:00,2017
09.17(일),-,사직,SK lose 5 vs win 9 롯데,14:00,2017
09.19(화),-,광주,SK win 7 vs lose 4 KIA,18:30,2017
09.20(수),-,광주,SK win 4 vs lose 3 KIA,18:30,2017
09.29(금),-,문학,롯데 win 7 vs lose 2 SK,18:30,2017
09.30(토),-,대전,SK win 4 vs lose 1 한화,17:00,2017
09.01(금),-,대전,KT win 6 vs lose 1 한화,18:30,2017
09.02(토),-,사직,한화 lose 0 vs win 9 롯데,17:00,2017
09.03(일),-,사직,한화 lose 2 vs win 7 롯데,14:00,2017
09.05(화),-,대전,두산 lose 4 vs win 6 한화,18:30,2017
09.06(수),-,대전,두산 win 13 vs lose 9 한화,18:30,2017
09.07(목),-,광주,한화 win 11 vs lose 2 KIA,18:30,2017
09.08(금),-,광주,한화 lose 5 vs win 9 KIA,18:30,2017
09.09(토),-,대전,NC lose 3 vs win 6 한화,17:00,2017
09.10(일),-,대전,NC win 11 vs lose 5 한화,14:00,2017
09.12(화),-,대구,한화 win 6 vs lose 2 삼성,18:30,2017
09.13(수),-,대구,한화 lose 5 vs win 13 삼성,18:30,2017
09.14(목),-,대전,넥센 lose 2 vs win 10 한화,18:30,2017
09.15(금),-,대전,넥센 lose 4 vs win 6 한화,18:30,2017
09.16(토),-,잠실,한화 win 3 vs lose 1 LG,17:00,2017
09.17(일),-,잠실,한화 lose 1 vs win 8 LG,14:00,2017
09.20(수),-,잠실,한화 win 2 vs lose 1 LG,18:30,2017
